original_title,popularity,genre,release_year,budget_adj,revenue_adj,production_company,novel_based
Mirrors,1.169851,Mystery,2008,35447532.1833209,73362657.2199331,Other,N
Vantage Point,1.1420549999999998,Drama,2008,40511465.3523667,153094337.631465,Other,N
Vantage Point,1.1420549999999998,Action,2008,40511465.3523667,153094337.631465,Other,N
Vantage Point,1.1420549999999998,Thriller,2008,40511465.3523667,153094337.631465,Other,N
Vantage Point,1.1420549999999998,Crime,2008,40511465.3523667,153094337.631465,Other,N
Zack and Miri Make a Porno,1.133017,Comedy,2008,24306879.21142,42643493.6358514,Other,N
Get Smart,1.121487,Action,2008,81022930.7047334,233635143.412613,Other,N
Get Smart,1.121487,Comedy,2008,81022930.7047334,233635143.412613,Other,N
Get Smart,1.121487,Thriller,2008,81022930.7047334,233635143.412613,Other,N
Role Models,1.103468,Comedy,2008,28358025.7466567,93562168.0845004,Universal,N
Babylon A.D.,1.064766,Action,2008,70895064.3666417,73030634.3649848,Other,N
Babylon A.D.,1.064766,Adventure,2008,70895064.3666417,73030634.3649848,Other,N
Babylon A.D.,1.064766,Science Fiction,2008,70895064.3666417,73030634.3649848,Other,N
Babylon A.D.,1.064766,Thriller,2008,70895064.3666417,73030634.3649848,Other,N
In Bruges,1.054819,Comedy,2008,15191799.5071375,32411742.73437,Other,N
In Bruges,1.054819,Drama,2008,15191799.5071375,32411742.73437,Other,N
In Bruges,1.054819,Crime,2008,15191799.5071375,32411742.73437,Other,N
Changeling,1.043504,Crime,2008,55703264.8595042,114465403.613704,Other,N
Changeling,1.043504,Drama,2008,55703264.8595042,114465403.613704,Other,N
Changeling,1.043504,Mystery,2008,55703264.8595042,114465403.613704,Other,N
The Spiderwick Chronicles,1.019335,Adventure,2008,91150797.0428251,164921838.191536,Paramount,N
The Spiderwick Chronicles,1.019335,Family,2008,91150797.0428251,164921838.191536,Paramount,N
The Spiderwick Chronicles,1.019335,Fantasy,2008,91150797.0428251,164921838.191536,Paramount,N
Harold & Kumar Escape from Guantanamo Bay,1.01377,Comedy,2008,12153439.60571,44049253.6370181,Other,N
Harold & Kumar Escape from Guantanamo Bay,1.01377,Adventure,2008,12153439.60571,44049253.6370181,Other,N
Street Kings,0.95684,Action,2008,20255732.6761834,66408286.9038181,Other,N
Street Kings,0.95684,Crime,2008,20255732.6761834,66408286.9038181,Other,N
Street Kings,0.95684,Drama,2008,20255732.6761834,66408286.9038181,Other,N
Street Kings,0.95684,Thriller,2008,20255732.6761834,66408286.9038181,Other,N
"Nick and Norah's Infinite Playlist",0.951793,Comedy,2008,9115079.70428251,33395562.6576656,Other,N
"Nick and Norah's Infinite Playlist",0.951793,Drama,2008,9115079.70428251,33395562.6576656,Other,N
"Nick and Norah's Infinite Playlist",0.951793,Music,2008,9115079.70428251,33395562.6576656,Other,N
"Nick and Norah's Infinite Playlist",0.951793,Romance,2008,9115079.70428251,33395562.6576656,Other,N
Four Christmases,0.943042,Comedy,2008,81022930.7047334,165827299.82576,Other,N
Four Christmases,0.943042,Romance,2008,81022930.7047334,165827299.82576,Other,N
Four Christmases,0.943042,Drama,2008,81022930.7047334,165827299.82576,Other,N
Stargate: The Ark of Truth,0.938555,Adventure,2008,7089506.43666417,9013801.04090159,Other,N
Stargate: The Ark of Truth,0.938555,Science Fiction,2008,7089506.43666417,9013801.04090159,Other,N
The House Bunny,0.931752,Romance,2008,25319665.8452292,71343668.0782212,Other,N
The House Bunny,0.931752,Comedy,2008,25319665.8452292,71343668.0782212,Other,N
Star Wars: The Clone Wars,0.900342,Thriller,2008,8608686.38737792,69155951.7216765,Other,N
Star Wars: The Clone Wars,0.900342,Animation,2008,8608686.38737792,69155951.7216765,Other,N
Star Wars: The Clone Wars,0.900342,Action,2008,8608686.38737792,69155951.7216765,Other,N
Star Wars: The Clone Wars,0.900342,Science Fiction,2008,8608686.38737792,69155951.7216765,Other,N
Star Wars: The Clone Wars,0.900342,Adventure,2008,8608686.38737792,69155951.7216765,Other,N
Saw V,0.892309,Horror,2008,10938095.645139,115313387.580886,Other,N
Saw V,0.892309,Thriller,2008,10938095.645139,115313387.580886,Other,N
Saw V,0.892309,Crime,2008,10938095.645139,115313387.580886,Other,N
The Love Guru,0.885215,Comedy,2008,62792771.2961684,42353789.0576101,Paramount,N
The Love Guru,0.885215,Romance,2008,62792771.2961684,42353789.0576101,Paramount,N
Speed Racer,0.879116,Family,2008,121534396.0571,95147016.1077637,Other,N
Speed Racer,0.879116,Action,2008,121534396.0571,95147016.1077637,Other,N
Speed Racer,0.879116,Science Fiction,2008,121534396.0571,95147016.1077637,Other,N
Vicky Cristina Barcelona,0.866771,Drama,2008,15191799.5071375,97641394.1291595,Other,N
Vicky Cristina Barcelona,0.866771,Romance,2008,15191799.5071375,97641394.1291595,Other,N
Horton Hears a Who!,0.8651049999999999,Animation,2008,86086863.8737792,300937408.975801,Other,N
Horton Hears a Who!,0.8651049999999999,Comedy,2008,86086863.8737792,300937408.975801,Other,N
Horton Hears a Who!,0.8651049999999999,Family,2008,86086863.8737792,300937408.975801,Other,N
Horton Hears a Who!,0.8651049999999999,Adventure,2008,86086863.8737792,300937408.975801,Other,N
Horton Hears a Who!,0.8651049999999999,Fantasy,2008,86086863.8737792,300937408.975801,Other,N
The Forbidden Kingdom,0.826564,Action,2008,55703264.8595042,129542119.162855,Other,N
The Forbidden Kingdom,0.826564,Adventure,2008,55703264.8595042,129542119.162855,Other,N
The Forbidden Kingdom,0.826564,Fantasy,2008,55703264.8595042,129542119.162855,Other,N
Righteous Kill,0.822759,Action,2008,60767198.0285501,74110222.3795868,Other,N
Righteous Kill,0.822759,Adventure,2008,60767198.0285501,74110222.3795868,Other,N
Righteous Kill,0.822759,Crime,2008,60767198.0285501,74110222.3795868,Other,N
Righteous Kill,0.822759,Drama,2008,60767198.0285501,74110222.3795868,Other,N
Righteous Kill,0.822759,Thriller,2008,60767198.0285501,74110222.3795868,Other,N
Transsiberian,0.8027850000000001,Thriller,2008,15191799.5071375,6002188.83447299,Other,N
Transsiberian,0.8027850000000001,Crime,2008,15191799.5071375,6002188.83447299,Other,N
Transsiberian,0.8027850000000001,Mystery,2008,15191799.5071375,6002188.83447299,Other,N
Traitor,0.798582,Drama,2008,22281305.9438017,23831711.1192224,Other,N
Traitor,0.798582,Action,2008,22281305.9438017,23831711.1192224,Other,N
Traitor,0.798582,Thriller,2008,22281305.9438017,23831711.1192224,Other,N
Traitor,0.798582,Crime,2008,22281305.9438017,23831711.1192224,Other,N
"You Don't Mess With the Zohan",0.787623,Comedy,2008,91150797.0428251,204174046.167676,Other,N
"You Don't Mess With the Zohan",0.787623,Action,2008,91150797.0428251,204174046.167676,Other,N
Defiance,0.7859510000000001,Action,2008,32409172.2818934,51809322.0527808,Paramount,N
Defiance,0.7859510000000001,Drama,2008,32409172.2818934,51809322.0527808,Paramount,N
Defiance,0.7859510000000001,History,2008,32409172.2818934,51809322.0527808,Paramount,N
Defiance,0.7859510000000001,War,2008,32409172.2818934,51809322.0527808,Paramount,N
Untraceable,0.774511,Drama,2008,35447532.1833209,32898763.468543,Other,N
The Strangers,0.764367,Thriller,2008,9115079.70428251,83444650.400233,Other,N
The Strangers,0.764367,Horror,2008,9115079.70428251,83444650.400233,Other,N
The Strangers,0.764367,Mystery,2008,9115079.70428251,83444650.400233,Other,N
Milk,0.7596729999999999,History,2008,20255732.6761834,55284562.6605014,Other,N
Milk,0.7596729999999999,Drama,2008,20255732.6761834,55284562.6605014,Other,N
Outlander,0.749838,Fantasy,2008,50639331.6904584,7123620.12885077,Other,N
Outlander,0.749838,Action,2008,50639331.6904584,7123620.12885077,Other,N
Outlander,0.749838,Science Fiction,2008,50639331.6904584,7123620.12885077,Other,N
The X Files: I Want to Believe,0.748854,Drama,2008,30383599.014275,69243648.916298,Other,N
The X Files: I Want to Believe,0.748854,Mystery,2008,30383599.014275,69243648.916298,Other,N
The X Files: I Want to Believe,0.748854,Science Fiction,2008,30383599.014275,69243648.916298,Other,N
The X Files: I Want to Believe,0.748854,Thriller,2008,30383599.014275,69243648.916298,Other,N
Doubt,0.743689,Drama,2008,20255732.6761834,51558166.1593956,Other,N
Doubt,0.743689,Mystery,2008,20255732.6761834,51558166.1593956,Other,N
City of Ember,0.721663,Adventure,2008,55703264.8595042,18097532.9732944,Other,N
City of Ember,0.721663,Family,2008,55703264.8595042,18097532.9732944,Other,N
City of Ember,0.721663,Fantasy,2008,55703264.8595042,18097532.9732944,Other,N
Made of Honor,0.720175,Comedy,2008,40511465.3523667,85683451.714587,Other,N
Made of Honor,0.720175,Romance,2008,40511465.3523667,85683451.714587,Other,N
Deception,0.715969,Drama,2008,25319665.8452292,17968149.4808253,Other,N
Deception,0.715969,Thriller,2008,25319665.8452292,17968149.4808253,Other,N
Deception,0.715969,Crime,2008,25319665.8452292,17968149.4808253,Other,N
Deception,0.715969,Mystery,2008,25319665.8452292,17968149.4808253,Other,N
RockNRolla,0.714882,Action,2008,18230159.408565,26068130.3594137,Other,N
RockNRolla,0.714882,Crime,2008,18230159.408565,26068130.3594137,Other,N
RockNRolla,0.714882,Thriller,2008,18230159.408565,26068130.3594137,Other,N
The Eye,0.709809,Drama,2008,12153439.60571,57029778.3577219,Paramount,N
The Eye,0.709809,Horror,2008,12153439.60571,57029778.3577219,Paramount,N
The Eye,0.709809,Thriller,2008,12153439.60571,57029778.3577219,Paramount,N
Elegy,0.7023020000000001,Drama,2008,13166226.2395192,15084795.5609157,Other,N
Elegy,0.7023020000000001,Romance,2008,13166226.2395192,15084795.5609157,Other,N
Bangkok Dangerous,0.6964060000000001,Action,2008,45575398.5214125,43030660.6974373,Other,N
Bangkok Dangerous,0.6964060000000001,Crime,2008,45575398.5214125,43030660.6974373,Other,N
Bangkok Dangerous,0.6964060000000001,Thriller,2008,45575398.5214125,43030660.6974373,Other,N
Meet the Spartans,0.68675,Comedy,2008,30383599.014275,85729179.0311035,Other,N
Stop-Loss,0.68078,Drama,2008,25319665.8452292,11350431.4673617,Paramount,N
Stop-Loss,0.68078,War,2008,25319665.8452292,11350431.4673617,Paramount,N
Blindness,0.6664140000000001,Drama,2008,25319665.8452292,20098729.4794236,Other,N
Blindness,0.6664140000000001,Mystery,2008,25319665.8452292,20098729.4794236,Other,N
Blindness,0.6664140000000001,Science Fiction,2008,25319665.8452292,20098729.4794236,Other,N
Blindness,0.6664140000000001,Thriller,2008,25319665.8452292,20098729.4794236,Other,N
The Spirit,0.66173,Action,2008,60767198.0285501,39530416.4133012,Other,N
The Spirit,0.66173,Comedy,2008,60767198.0285501,39530416.4133012,Other,N
The Spirit,0.66173,Thriller,2008,60767198.0285501,39530416.4133012,Other,N
The Spirit,0.66173,Crime,2008,60767198.0285501,39530416.4133012,Other,N
The Spirit,0.66173,Science Fiction,2008,60767198.0285501,39530416.4133012,Other,N
Nothing But the Truth,0.651467,Drama,2008,11647046.2888054,189089.290105439,Other,N
Nothing But the Truth,0.651467,Thriller,2008,11647046.2888054,189089.290105439,Other,N
Appaloosa,0.6462439999999999,Drama,2008,20255732.6761834,20469829.6938508,Other,N
Appaloosa,0.6462439999999999,Western,2008,20255732.6761834,20469829.6938508,Other,N
Appaloosa,0.6462439999999999,Crime,2008,20255732.6761834,20469829.6938508,Other,N
The Informers,0.6450640000000001,Action,2008,18230159.408565,387060.718989385,Other,Y
The Informers,0.6450640000000001,Adventure,2008,18230159.408565,387060.718989385,Other,Y
The Informers,0.6450640000000001,Crime,2008,18230159.408565,387060.718989385,Other,Y
The Informers,0.6450640000000001,Drama,2008,18230159.408565,387060.718989385,Other,Y
The Informers,0.6450640000000001,Thriller,2008,18230159.408565,387060.718989385,Other,Y
The Happening,0.642656,Thriller,2008,60767198.0285501,165493183.54084,Other,N
The Happening,0.642656,Science Fiction,2008,60767198.0285501,165493183.54084,Other,N
Doomsday,0.634961,Action,2008,30383599.014275,22495435.3706414,Other,N
Doomsday,0.634961,Thriller,2008,30383599.014275,22495435.3706414,Other,N
Doomsday,0.634961,Science Fiction,2008,30383599.014275,22495435.3706414,Other,N
The Secret of Moonacre,0.634256,Adventure,2008,12153439.60571,7160735.72061997,Other,N
The Secret of Moonacre,0.634256,Fantasy,2008,12153439.60571,7160735.72061997,Other,N
The Secret of Moonacre,0.634256,Drama,2008,12153439.60571,7160735.72061997,Other,N
The Secret of Moonacre,0.634256,Science Fiction,2008,12153439.60571,7160735.72061997,Other,N
The Secret of Moonacre,0.634256,Romance,2008,12153439.60571,7160735.72061997,Other,N
Vals Im Bashir,0.630893,Drama,2008,2025573.26761834,11268111.1569791,Other,N
Vals Im Bashir,0.630893,Animation,2008,2025573.26761834,11268111.1569791,Other,N
Vals Im Bashir,0.630893,War,2008,2025573.26761834,11268111.1569791,Other,N
Sex and the City,0.6204890000000001,Comedy,2008,65831131.1975959,420562471.312819,Other,N
Sex and the City,0.6204890000000001,Drama,2008,65831131.1975959,420562471.312819,Other,N
Sex and the City,0.6204890000000001,Romance,2008,65831131.1975959,420562471.312819,Other,N
The Rocker,0.615524,Comedy,2008,15191799.5071375,8874937.86554002,Other,N
The Rocker,0.615524,Music,2008,15191799.5071375,8874937.86554002,Other,N
The Tale of Despereaux,0.6067,Animation,2008,60767198.0285501,51527692.4223709,Universal,N
The Tale of Despereaux,0.6067,Comedy,2008,60767198.0285501,51527692.4223709,Universal,N
The Tale of Despereaux,0.6067,Family,2008,60767198.0285501,51527692.4223709,Universal,N
Superhero Movie,0.598695,Action,2008,35447532.1833209,26202647.6673296,Other,N
Superhero Movie,0.598695,Comedy,2008,35447532.1833209,26202647.6673296,Other,N
Superhero Movie,0.598695,Science Fiction,2008,35447532.1833209,26202647.6673296,Other,N
The Secret Life of Bees,0.595488,Adventure,2008,11140652.9719008,38592634.7320187,Other,N
The Secret Life of Bees,0.595488,Drama,2008,11140652.9719008,38592634.7320187,Other,N
The Other Man,0.593722,Drama,2008,15191799.5071375,1158482.06780242,Other,N
The Other Man,0.593722,Thriller,2008,15191799.5071375,1158482.06780242,Other,N
The Other Man,0.593722,Mystery,2008,15191799.5071375,1158482.06780242,Other,N
The Other Man,0.593722,Romance,2008,15191799.5071375,1158482.06780242,Other,N
Beverly Hills Chihuahua,0.5899409999999999,Adventure,2008,20255732.6761834,151190415.230366,Other,N
Beverly Hills Chihuahua,0.5899409999999999,Comedy,2008,20255732.6761834,151190415.230366,Other,N
Beverly Hills Chihuahua,0.5899409999999999,Family,2008,20255732.6761834,151190415.230366,Other,N
Revolutionary Road,0.5794699999999999,Drama,2008,35447532.1833209,76187576.3894318,Other,N
Revolutionary Road,0.5794699999999999,Romance,2008,35447532.1833209,76187576.3894318,Other,N
Sunshine Cleaning,0.5769890000000001,Comedy,2008,5063933.16904584,16381192.8357904,Other,N
Sunshine Cleaning,0.5769890000000001,Drama,2008,5063933.16904584,16381192.8357904,Other,N
Ong Bak 2,0.5319050000000001,Adventure,2008,8608686.38737792,9050932.83725694,Other,N
Ong Bak 2,0.5319050000000001,Action,2008,8608686.38737792,9050932.83725694,Other,N
Ong Bak 2,0.5319050000000001,Thriller,2008,8608686.38737792,9050932.83725694,Other,N
Pride and Glory,0.5273979999999999,Thriller,2008,30383599.014275,31546610.2639038,Other,N
Pride and Glory,0.5273979999999999,Crime,2008,30383599.014275,31546610.2639038,Other,N
Pride and Glory,0.5273979999999999,Drama,2008,30383599.014275,31546610.2639038,Other,N
"Surfer, Dude",0.518011,Comedy,2008,6076719.80285501,70385.6326898357,Other,N
Baby Mama,0.517412,Comedy,2008,30383599.014275,64649663.9371392,Other,N
College,0.5134380000000001,Comedy,2008,7089506.43666417,6309940.25774204,Other,N
Brideshead Revisited,0.5052909999999999,Drama,2008,20255732.6761834,13373129.4337267,Other,N
Brideshead Revisited,0.5052909999999999,Romance,2008,20255732.6761834,13373129.4337267,Other,N
The Brothers Bloom,0.499165,Adventure,2008,20255732.6761834,5601483.85395293,Other,N
The Brothers Bloom,0.499165,Comedy,2008,20255732.6761834,5601483.85395293,Other,N
The Brothers Bloom,0.499165,Drama,2008,20255732.6761834,5601483.85395293,Other,N
The Brothers Bloom,0.499165,Romance,2008,20255732.6761834,5601483.85395293,Other,N
Meet Dave,0.498026,Comedy,2008,60767198.0285501,51297723.0125784,Other,N
Meet Dave,0.498026,Science Fiction,2008,60767198.0285501,51297723.0125784,Other,N
Meet Dave,0.498026,Adventure,2008,60767198.0285501,51297723.0125784,Other,N
Meet Dave,0.498026,Family,2008,60767198.0285501,51297723.0125784,Other,N
Quarantine,0.481188,Horror,2008,12153439.60571,41377822.2818731,Other,N
Quarantine,0.481188,Science Fiction,2008,12153439.60571,41377822.2818731,Other,N
Quarantine,0.481188,Thriller,2008,12153439.60571,41377822.2818731,Other,N
Justice League: The New Frontier,0.480116,Action,2008,3544753.21833209,5298016.51814488,Other,N
Justice League: The New Frontier,0.480116,Adventure,2008,3544753.21833209,5298016.51814488,Other,N
Justice League: The New Frontier,0.480116,Animation,2008,3544753.21833209,5298016.51814488,Other,N
Justice League: The New Frontier,0.480116,Science Fiction,2008,3544753.21833209,5298016.51814488,Other,N
Two Lovers,0.45518,Drama,2008,12153439.60571,3188436.65039861,Other,N
Two Lovers,0.45518,Romance,2008,12153439.60571,3188436.65039861,Other,N
Passengers,0.4536020000000001,Drama,2008,25319665.8452292,2025573.26761834,Other,N
Passengers,0.4536020000000001,Mystery,2008,25319665.8452292,2025573.26761834,Other,N
Passengers,0.4536020000000001,Thriller,2008,25319665.8452292,2025573.26761834,Other,N
Passengers,0.4536020000000001,Romance,2008,25319665.8452292,2025573.26761834,Other,N
The Sisterhood of the Traveling Pants 2,0.451304,Adventure,2008,27345239.1128475,44919535.1147305,Other,N
The Sisterhood of the Traveling Pants 2,0.451304,Comedy,2008,27345239.1128475,44919535.1147305,Other,N
The Sisterhood of the Traveling Pants 2,0.451304,Drama,2008,27345239.1128475,44919535.1147305,Other,N
The Sisterhood of the Traveling Pants 2,0.451304,Family,2008,27345239.1128475,44919535.1147305,Other,N
The Express,0.450911,Drama,2008,40511465.3523667,9918721.84706355,Other,N
Surveillance,0.436441,Thriller,2008,3544753.21833209,1129756.40050769,Other,N
The Women,0.436406,Comedy,2008,16204586.1409467,50646974.1783971,Other,N
The Women,0.436406,Drama,2008,16204586.1409467,50646974.1783971,Other,N
The Women,0.436406,Romance,2008,16204586.1409467,50646974.1783971,Other,N
Gong fu guan lan,0.432911,Action,2008,10127866.3380917,23189500.0763641,Other,N
Gong fu guan lan,0.432911,Adventure,2008,10127866.3380917,23189500.0763641,Other,N
Gong fu guan lan,0.432911,Comedy,2008,10127866.3380917,23189500.0763641,Other,N
Адмиралъ,0.4270229999999999,Action,2008,2025573.26761834,38623507.5069771,Other,N
Адмиралъ,0.4270229999999999,Drama,2008,2025573.26761834,38623507.5069771,Other,N
Адмиралъ,0.4270229999999999,History,2008,2025573.26761834,38623507.5069771,Other,N
Адмиралъ,0.4270229999999999,War,2008,2025573.26761834,38623507.5069771,Other,N
Space Chimps,0.421518,Animation,2008,37473105.4509392,64616136.6484136,Other,N
Space Chimps,0.421518,Family,2008,37473105.4509392,64616136.6484136,Other,N
Lakeview Terrace,0.417779,Drama,2008,20255732.6761834,27993450.9165111,Other,N
Lakeview Terrace,0.417779,Crime,2008,20255732.6761834,27993450.9165111,Other,N
Lakeview Terrace,0.417779,Thriller,2008,20255732.6761834,27993450.9165111,Other,N
Jodhaa Akbar,0.389554,Action,2008,8483911.07409263,13166226.2395192,Other,N
Jodhaa Akbar,0.389554,Adventure,2008,8483911.07409263,13166226.2395192,Other,N
Jodhaa Akbar,0.389554,Drama,2008,8483911.07409263,13166226.2395192,Other,N
Jodhaa Akbar,0.389554,Foreign,2008,8483911.07409263,13166226.2395192,Other,N
Jodhaa Akbar,0.389554,History,2008,8483911.07409263,13166226.2395192,Other,N
Choke,0.382852,Comedy,2008,3038359.9014275,3879111.55925794,Other,N
Choke,0.382852,Drama,2008,3038359.9014275,3879111.55925794,Other,N
"War, Inc.",0.374034,Action,2008,5063933.16904584,1312757.8301573,Other,N
"War, Inc.",0.374034,Adventure,2008,5063933.16904584,1312757.8301573,Other,N
"War, Inc.",0.374034,Comedy,2008,5063933.16904584,1312757.8301573,Other,N
"War, Inc.",0.374034,Thriller,2008,5063933.16904584,1312757.8301573,Other,N
The Wackness,0.371517,Drama,2008,6076719.80285501,2937055.91838074,Other,N
What Just Happened,0.368391,Comedy,2008,25319665.8452292,6758752.60336804,Other,N
What Just Happened,0.368391,Drama,2008,25319665.8452292,6758752.60336804,Other,N
Assassination of a High School President,0.345926,Comedy,2008,11647046.2888054,70453.4893943009,Other,N
Assassination of a High School President,0.345926,Crime,2008,11647046.2888054,70453.4893943009,Other,N
Assassination of a High School President,0.345926,Mystery,2008,11647046.2888054,70453.4893943009,Other,N
Assassination of a High School President,0.345926,Thriller,2008,11647046.2888054,70453.4893943009,Other,N
Disaster Movie,0.812489,Action,2008,25319665.8452292,14289694.2478175,Other,N
Disaster Movie,0.812489,Comedy,2008,25319665.8452292,14289694.2478175,Other,N
Miracle at St. Anna,0.359217,Thriller,2008,45575398.5214125,9443053.43826883,Other,N
Miracle at St. Anna,0.359217,Drama,2008,45575398.5214125,9443053.43826883,Other,N
Miracle at St. Anna,0.359217,Action,2008,45575398.5214125,9443053.43826883,Other,N
Miracle at St. Anna,0.359217,Crime,2008,45575398.5214125,9443053.43826883,Other,N
Miracle at St. Anna,0.359217,War,2008,45575398.5214125,9443053.43826883,Other,N
"My Best Friend's Girl",0.335116,Comedy,2008,20255732.6761834,37088761.0257017,Other,N
Paris,0.333395,Drama,2008,19242946.0423742,23851125.2262059,Other,N
The Midnight Meat Train,0.326352,Mystery,2008,15191799.5071375,3578405.07981366,Other,N
The Midnight Meat Train,0.326352,Drama,2008,15191799.5071375,3578405.07981366,Other,N
The Midnight Meat Train,0.326352,Crime,2008,15191799.5071375,3578405.07981366,Other,N
The Midnight Meat Train,0.326352,Thriller,2008,15191799.5071375,3578405.07981366,Other,N
The Midnight Meat Train,0.326352,Horror,2008,15191799.5071375,3578405.07981366,Other,N
Mutant Chronicles,0.32288,Action,2008,8102293.07047334,2059162.33632862,Other,N
Mutant Chronicles,0.32288,Adventure,2008,8102293.07047334,2059162.33632862,Other,N
Mutant Chronicles,0.32288,Horror,2008,8102293.07047334,2059162.33632862,Other,N
Mutant Chronicles,0.32288,Science Fiction,2008,8102293.07047334,2059162.33632862,Other,N
Swing Vote,0.308655,Drama,2008,21268519.3099925,17825044.7550413,Other,N
Swing Vote,0.308655,Comedy,2008,21268519.3099925,17825044.7550413,Other,N
W.,0.282905,Drama,2008,25420944.5086101,29883752.3501714,Other,N
W.,0.282905,History,2008,25420944.5086101,29883752.3501714,Other,N
Fireproof,0.280555,Drama,2008,506393.316904584,33884110.6740824,Other,N
Smart People,0.278543,Comedy,2008,7089506.43666417,10705118.2590441,Other,N
Smart People,0.278543,Drama,2008,7089506.43666417,10705118.2590441,Other,N
Smart People,0.278543,Romance,2008,7089506.43666417,10705118.2590441,Other,N
"Nim's Island",0.768409,Adventure,2008,37473105.4509392,101355981.538115,Other,N
"Nim's Island",0.768409,Comedy,2008,37473105.4509392,101355981.538115,Other,N
"Nim's Island",0.768409,Family,2008,37473105.4509392,101355981.538115,Other,N
"Nim's Island",0.768409,Fantasy,2008,37473105.4509392,101355981.538115,Other,N
Igor,0.259988,Animation,2008,25319665.8452292,30383599.014275,Other,N
Igor,0.259988,Comedy,2008,25319665.8452292,30383599.014275,Other,N
Igor,0.259988,Family,2008,25319665.8452292,30383599.014275,Other,N
Igor,0.259988,Fantasy,2008,25319665.8452292,30383599.014275,Other,N
How to Lose Friends & Alienate People,0.659884,Comedy,2008,27345239.1128475,17507332.5752288,Other,N
How to Lose Friends & Alienate People,0.659884,Romance,2008,27345239.1128475,17507332.5752288,Other,N
How to Lose Friends & Alienate People,0.659884,Drama,2008,27345239.1128475,17507332.5752288,Other,N
Oorlogswinter,0.239048,Drama,2008,4051146.53523667,536825.529677282,Other,N
Oorlogswinter,0.239048,History,2008,4051146.53523667,536825.529677282,Other,N
Oorlogswinter,0.239048,War,2008,4051146.53523667,536825.529677282,Other,N
While She Was Out,0.234772,Action,2008,6076719.80285501,396414.816339246,Other,N
While She Was Out,0.234772,Adventure,2008,6076719.80285501,396414.816339246,Other,N
While She Was Out,0.234772,Drama,2008,6076719.80285501,396414.816339246,Other,N
While She Was Out,0.234772,Horror,2008,6076719.80285501,396414.816339246,Other,N
While She Was Out,0.234772,Thriller,2008,6076719.80285501,396414.816339246,Other,N
Welcome Home Roscoe Jenkins,0.224471,Comedy,2008,35447532.1833209,44208931.6032777,Universal,N
Welcome Home Roscoe Jenkins,0.224471,Drama,2008,35447532.1833209,44208931.6032777,Universal,N
Ghajini,0.21503000000000005,Action,2008,9216358.36766342,76971784.1694967,Other,N
Ghajini,0.21503000000000005,Drama,2008,9216358.36766342,76971784.1694967,Other,N
Ghajini,0.21503000000000005,Foreign,2008,9216358.36766342,76971784.1694967,Other,N
Ghajini,0.21503000000000005,Mystery,2008,9216358.36766342,76971784.1694967,Other,N
Ghajini,0.21503000000000005,Thriller,2008,9216358.36766342,76971784.1694967,Other,N
"Dr. Horrible's Sing-Along Blog",0.352054,Adventure,2008,202557.326761834,3.0383599014275,Other,N
"Dr. Horrible's Sing-Along Blog",0.352054,Action,2008,202557.326761834,3.0383599014275,Other,N
"Dr. Horrible's Sing-Along Blog",0.352054,Comedy,2008,202557.326761834,3.0383599014275,Other,N
"Dr. Horrible's Sing-Along Blog",0.352054,Science Fiction,2008,202557.326761834,3.0383599014275,Other,N
"Dr. Horrible's Sing-Along Blog",0.352054,Music,2008,202557.326761834,3.0383599014275,Other,N
Jaane Tu... Ya Jaane Na,0.193779,Drama,2008,2329409.25776109,11241931.6352818,Other,N
Jaane Tu... Ya Jaane Na,0.193779,Comedy,2008,2329409.25776109,11241931.6352818,Other,N
Jaane Tu... Ya Jaane Na,0.193779,Romance,2008,2329409.25776109,11241931.6352818,Other,N
Bottle Shock,0.168979,Comedy,2008,5063933.16904584,4092253.51912972,Other,N
Bottle Shock,0.168979,Drama,2008,5063933.16904584,4092253.51912972,Other,N
Julia,0.281186,Drama,2008,6076719.80285501,1316622.62395192,Other,N
Kismat Konnection,0.14765699999999998,Drama,2008,4233448.12932232,11140652.9719008,Other,N
Kismat Konnection,0.14765699999999998,Comedy,2008,4233448.12932232,11140652.9719008,Other,N
Kismat Konnection,0.14765699999999998,Romance,2008,4233448.12932232,11140652.9719008,Other,N
Kismat Konnection,0.14765699999999998,Foreign,2008,4233448.12932232,11140652.9719008,Other,N
Sleep Dealer,0.086287,Drama,2008,2531966.58452292,108934.31754588,Other,N
Sleep Dealer,0.086287,Science Fiction,2008,2531966.58452292,108934.31754588,Other,N
Sleep Dealer,0.086287,Thriller,2008,2531966.58452292,108934.31754588,Other,N
The Yellow Handkerchief,0.12730999999999998,Drama,2008,15191799.5071375,321053.362917506,Other,N
The Yellow Handkerchief,0.12730999999999998,Romance,2008,15191799.5071375,321053.362917506,Other,N
"It's Alive",0.101795,Horror,2008,11140652.9719008,15698192.8240421,Other,N
Expelled: No Intelligence Allowed,0.021371,Documentary,2008,3544753.21833209,7798457.08033059,Other,N
Captain America: The First Avenger,7.959227999999999,Action,2011,135715725.962806,359229613.559164,Other,N
Captain America: The First Avenger,7.959227999999999,Adventure,2011,135715725.962806,359229613.559164,Other,N
Captain America: The First Avenger,7.959227999999999,Science Fiction,2011,135715725.962806,359229613.559164,Other,N
Drive,5.903353,Drama,2011,14540970.6388721,73844056.8144805,Other,N
Drive,5.903353,Action,2011,14540970.6388721,73844056.8144805,Other,N
Drive,5.903353,Thriller,2011,14540970.6388721,73844056.8144805,Other,N
